,Dance,Folk,Country,Classical music,Musical,Pop,Rock,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Entertainment spending,Clusters
468,3.0,2.0,4.0,4.0,2.0,4.0,5.0,5.0,4.0,4.0,5.0,2.0,2.0,2.0,4.0,4
469,5.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,2.0,5.0,4.0,1.0,4.0,4.0,3
470,4.0,3.0,1.0,2.0,3.0,5.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,5
471,4.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,5.0,3.0,4.0,5.0,2.0,2.0,3.0,2
472,2.0,2.0,4.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,5
473,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1
474,5.0,1.0,1.0,3.0,1.0,5.0,3.0,5.0,2.0,1.0,1.0,3.0,1.0,5.0,2.0,3
475,3.0,2.0,5.0,4.0,5.0,3.0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,1.0,5.0,4
476,2.0,1.0,1.0,4.0,3.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,1.0,5.0,4
477,2.0,1.0,1.0,2.0,4.0,2.0,5.0,1.0,2.0,3.0,5.0,5.0,2.0,1.0,4.0,2
478,5.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,0
480,5.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,4
481,4.0,4.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,1.0,5.0,4.0,4
482,2.0,1.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,5
483,3.0,2.0,1.0,5.0,3.0,4.0,5.0,3.0,2.0,4.0,3.0,1.0,5.0,1.0,4.0,0
485,4.0,2.0,1.0,2.0,1.0,4.0,5.0,1.0,3.0,5.0,4.0,4.0,4.0,1.0,1.0,0
486,4.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3
488,2.0,4.0,3.0,5.0,4.0,3.0,5.0,3.0,3.0,5.0,5.0,4.0,3.0,1.0,3.0,2
489,2.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,5.0,2.0,5.0,5.0,1.0,1.0,5.0,2
490,3.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,1.0,1.0,2.0,1.0,5.0,4.0,3.0,0
491,3.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,1.0,5.0,1.0,1.0,5
492,3.0,3.0,1.0,4.0,4.0,2.0,5.0,1.0,2.0,3.0,4.0,5.0,3.0,2.0,4.0,2
493,4.0,1.0,2.0,2.0,1.0,5.0,3.0,5.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,3
494,2.0,2.0,1.0,2.0,4.0,2.0,5.0,1.0,4.0,5.0,4.0,5.0,2.0,1.0,4.0,2
495,2.0,1.0,2.0,2.0,2.0,3.0,5.0,2.0,2.0,1.0,5.0,5.0,2.0,2.0,3.0,2
496,3.0,2.0,4.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,1
497,3.0,3.0,3.0,4.0,4.0,5.0,5.0,1.0,3.0,5.0,5.0,1.0,4.0,1.0,2.0,0
498,3.0,2.0,1.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,3.0,5.0,3.0,1.0,5.0,2
499,2.0,4.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,5.0,1
500,3.0,5.0,2.0,4.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,5.0,4.0,4.0,3.0,4
501,4.0,5.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,5.0,2.0,3.0,4
502,4.0,3.0,2.0,4.0,2.0,2.0,5.0,3.0,3.0,4.0,5.0,3.0,1.0,3.0,4.0,4
503,2.0,2.0,1.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,5.0,1.0,1
504,5.0,1.0,1.0,2.0,2.0,5.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,5
505,3.0,4.0,2.0,2.0,2.0,3.0,5.0,3.0,3.0,2.0,4.0,4.0,2.0,1.0,4.0,0
506,2.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3
507,3.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,1.0,5.0,4
510,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,4
511,3.0,1.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,4.0,0
513,3.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3
514,1.0,5.0,5.0,2.0,2.0,3.0,5.0,1.0,2.0,1.0,5.0,3.0,2.0,1.0,2.0,1
515,4.0,3.0,3.0,3.0,4.0,4.0,5.0,1.0,2.0,3.0,3.0,4.0,2.0,1.0,5.0,0
516,5.0,3.0,1.0,2.0,3.0,5.0,4.0,5.0,3.0,2.0,3.0,3.0,2.0,4.0,5.0,3
517,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,4.0,4.0,5.0,0
518,4.0,2.0,2.0,3.0,2.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,5.0,4.0,3.0,0
519,4.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,5.0,3
520,3.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,5
521,5.0,5.0,1.0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,5.0,3.0,4.0,4
522,4.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,0
523,5.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,5.0,3
525,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,0
526,3.0,1.0,1.0,2.0,2.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,1.0,4.0,0
528,3.0,1.0,1.0,5.0,3.0,5.0,5.0,5.0,1.0,3.0,5.0,1.0,1.0,3.0,2.0,0
529,1.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,1.0,2.0,3.0,4.0,3.0,1.0,3.0,1
530,3.0,5.0,2.0,3.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,5
531,2.0,5.0,4.0,5.0,2.0,2.0,5.0,1.0,2.0,3.0,5.0,5.0,2.0,1.0,2.0,2
532,4.0,2.0,1.0,3.0,3.0,4.0,4.0,2.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,0
533,3.0,1.0,2.0,2.0,2.0,3.0,5.0,2.0,2.0,3.0,5.0,5.0,3.0,3.0,5.0,4
535,3.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,1.0,4.0,4.0,5.0,4
536,2.0,1.0,1.0,1.0,2.0,4.0,2.0,5.0,3.0,1.0,1.0,1.0,3.0,5.0,5.0,3
537,3.0,2.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,5.0,1.0,2.0,4.0,2
538,3.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,5
539,3.0,2.0,2.0,5.0,1.0,4.0,5.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,4.0,1
540,3.0,5.0,1.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,5.0,3.0,3.0,3.0,3.0,4
541,3.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,4.0,5
542,5.0,2.0,1.0,2.0,2.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,2.0,5.0,0
543,4.0,1.0,1.0,4.0,2.0,4.0,4.0,3.0,2.0,5.0,4.0,4.0,4.0,4.0,2.0,0
544,2.0,3.0,1.0,4.0,5.0,2.0,5.0,2.0,2.0,2.0,4.0,5.0,3.0,1.0,5.0,2
545,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3
546,3.0,2.0,2.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,1.0,4.0,4
547,1.0,4.0,2.0,5.0,3.0,1.0,4.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,3.0,1
548,1.0,3.0,3.0,3.0,1.0,2.0,5.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,1
549,5.0,1.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,3.0,1.0,2.0,4.0,4.0,4.0,0
550,2.0,5.0,4.0,3.0,3.0,3.0,5.0,1.0,3.0,3.0,5.0,4.0,2.0,1.0,4.0,2
551,3.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,5
552,2.0,3.0,1.0,3.0,3.0,2.0,4.0,1.0,4.0,5.0,3.0,5.0,5.0,2.0,5.0,4
553,4.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,5
554,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,5
555,5.0,3.0,1.0,1.0,2.0,5.0,1.0,4.0,5.0,3.0,1.0,2.0,4.0,2.0,3.0,0
557,2.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,0
558,3.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,5.0,2.0,2.0,5
559,5.0,2.0,2.0,1.0,2.0,2.0,4.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,3
560,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,1.0,0
561,4.0,3.0,3.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,1.0,4
563,4.0,1.0,3.0,3.0,1.0,4.0,5.0,5.0,3.0,1.0,3.0,3.0,1.0,2.0,4.0,3
564,5.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,5.0,3
565,5.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3
566,3.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,5
567,4.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,3
568,5.0,2.0,1.0,2.0,1.0,5.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,3
569,4.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,5
570,3.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,1
572,3.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,5
573,3.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,4.0,1.0,4.0,5.0,3
574,5.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,5.0,2.0,3
575,3.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,5.0,2.0,2.0,1
576,3.0,2.0,4.0,3.0,5.0,3.0,3.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,5.0,0
577,4.0,2.0,1.0,2.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5
578,3.0,2.0,3.0,2.0,4.0,5.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,1.0,3.0,0
579,4.0,3.0,2.0,5.0,2.0,5.0,5.0,3.0,2.0,5.0,5.0,3.0,2.0,5.0,5.0,4
580,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,3
581,2.0,2.0,1.0,1.0,4.0,3.0,4.0,4.0,5.0,3.0,2.0,5.0,2.0,5.0,5.0,0
582,4.0,3.0,1.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,0
583,2.0,1.0,1.0,3.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,2.0,3.0,1.0,4.0,0
584,4.0,3.0,3.0,2.0,2.0,5.0,3.0,2.0,3.0,3.0,3.0,1.0,4.0,4.0,2.0,3
585,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,0
586,5.0,3.0,4.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,5.0,3.0,5.0,3.0,4
587,2.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,4.0,1.0,3.0,2.0,1.0,2.0,5.0,3
588,4.0,1.0,1.0,2.0,5.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,5.0,1.0,3.0,5
589,1.0,1.0,1.0,3.0,4.0,1.0,5.0,1.0,2.0,1.0,5.0,3.0,2.0,2.0,5.0,2
590,3.0,2.0,3.0,3.0,4.0,3.0,5.0,1.0,4.0,4.0,5.0,3.0,4.0,1.0,4.0,0
591,3.0,3.0,2.0,1.0,5.0,4.0,1.0,4.0,2.0,4.0,2.0,2.0,5.0,1.0,1.0,5
592,3.0,3.0,1.0,3.0,3.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,5.0,4.0,3.0,0
593,2.0,3.0,1.0,4.0,3.0,2.0,5.0,2.0,4.0,3.0,3.0,4.0,4.0,1.0,2.0,2
594,2.0,3.0,1.0,5.0,1.0,3.0,4.0,2.0,2.0,4.0,1.0,5.0,1.0,1.0,4.0,2
595,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1
597,4.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,3
598,4.0,2.0,3.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,5.0,3.0,2.0,3
599,5.0,3.0,4.0,2.0,2.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,4.0,0
600,2.0,1.0,1.0,5.0,3.0,4.0,4.0,5.0,5.0,2.0,2.0,4.0,1.0,4.0,4.0,3
601,1.0,4.0,3.0,4.0,3.0,2.0,4.0,1.0,1.0,4.0,5.0,5.0,4.0,1.0,3.0,2
602,4.0,2.0,3.0,2.0,2.0,5.0,4.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,1.0,0
603,3.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,0
604,3.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,5.0,2.0,1.0,4.0,0
605,1.0,5.0,5.0,2.0,3.0,3.0,5.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,5.0,1
606,3.0,2.0,1.0,2.0,2.0,5.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1
607,3.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,4.0,1.0,4.0,1.0,3.0,0
609,3.0,2.0,2.0,5.0,2.0,3.0,3.0,5.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,3
610,3.0,2.0,2.0,3.0,2.0,4.0,5.0,2.0,2.0,4.0,5.0,4.0,2.0,3.0,3.0,4
611,3.0,2.0,1.0,1.0,1.0,5.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,3
612,5.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,5.0,5.0,5.0,0
613,3.0,2.0,2.0,2.0,1.0,3.0,4.0,5.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,4
614,4.0,1.0,1.0,3.0,2.0,4.0,4.0,1.0,4.0,5.0,3.0,1.0,2.0,5.0,5.0,0
615,3.0,3.0,1.0,5.0,4.0,4.0,5.0,2.0,2.0,5.0,3.0,5.0,3.0,3.0,5.0,4
616,4.0,1.0,5.0,4.0,1.0,3.0,5.0,1.0,4.0,3.0,5.0,1.0,4.0,4.0,3.0,0
617,3.0,2.0,4.0,5.0,5.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,5.0,1
618,5.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,1.0,5.0,4
619,3.0,3.0,1.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,1
620,2.0,1.0,1.0,5.0,2.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,2.0,2.0,5.0,3
621,4.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,5.0,2.0,5.0,5.0,3
622,5.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,4
623,2.0,3.0,3.0,1.0,1.0,1.0,2.0,5.0,4.0,3.0,2.0,1.0,1.0,1.0,5.0,3
624,3.0,1.0,2.0,1.0,2.0,5.0,5.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,5
625,5.0,3.0,2.0,3.0,3.0,5.0,2.0,4.0,1.0,2.0,4.0,3.0,5.0,2.0,3.0,0
626,4.0,2.0,2.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,3
627,4.0,4.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,1.0,1
628,3.0,1.0,1.0,2.0,2.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,0
629,5.0,3.0,2.0,2.0,2.0,4.0,4.0,5.0,3.0,2.0,2.0,2.0,5.0,3.0,5.0,0
630,4.0,1.0,3.0,2.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,2.0,5.0,5.0,1.0,0
631,5.0,2.0,1.0,4.0,5.0,4.0,5.0,2.0,2.0,3.0,2.0,3.0,5.0,3.0,3.0,0
632,4.0,3.0,2.0,2.0,2.0,4.0,3.0,5.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,3
633,3.0,5.0,3.0,1.0,1.0,4.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,3
634,3.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,4
635,4.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,4.0,1.0,1.0,0
636,3.0,5.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,4.0,4
637,2.0,3.0,2.0,4.0,3.0,5.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,1
638,3.0,3.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,2.0,4
639,2.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,5.0,5.0,5.0,1.0,1.0,3.0,2
640,5.0,2.0,2.0,4.0,3.0,5.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,5
641,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,0
642,4.0,4.0,2.0,5.0,5.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,1
644,3.0,3.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,2.0,2.0,1.0,3.0,1.0,2.0,3
645,4.0,2.0,1.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,5.0,5.0,0
646,3.0,1.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,0
647,3.0,1.0,3.0,5.0,4.0,5.0,3.0,5.0,2.0,4.0,5.0,3.0,5.0,1.0,1.0,0
648,5.0,5.0,2.0,2.0,5.0,4.0,3.0,3.0,2.0,2.0,4.0,1.0,5.0,2.0,4.0,0
649,5.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,0
650,4.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3
651,4.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,0
652,3.0,2.0,1.0,3.0,1.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1
653,3.0,2.0,2.0,3.0,2.0,3.0,5.0,1.0,3.0,4.0,5.0,2.0,4.0,1.0,3.0,0
654,4.0,3.0,2.0,3.0,2.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,3
655,3.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,3
656,2.0,2.0,2.0,4.0,2.0,2.0,5.0,2.0,1.0,4.0,4.0,3.0,1.0,1.0,4.0,2
657,4.0,1.0,1.0,1.0,3.0,5.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,5
658,5.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,3
659,2.0,1.0,1.0,3.0,3.0,4.0,5.0,2.0,1.0,3.0,3.0,5.0,2.0,1.0,3.0,1
660,2.0,2.0,1.0,3.0,1.0,4.0,5.0,3.0,5.0,4.0,3.0,3.0,2.0,1.0,4.0,0
661,3.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,5
662,3.0,2.0,2.0,1.0,3.0,4.0,4.0,3.0,4.0,1.0,3.0,1.0,1.0,2.0,3.0,3
664,3.0,4.0,4.0,3.0,4.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,5.0,1.0,3.0,1
665,1.0,2.0,1.0,3.0,1.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,3.0,2
666,2.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,5.0,2
667,2.0,1.0,1.0,5.0,3.0,1.0,2.0,5.0,4.0,4.0,1.0,2.0,2.0,1.0,2.0,0
668,1.0,2.0,3.0,4.0,2.0,2.0,5.0,2.0,2.0,4.0,5.0,5.0,4.0,1.0,3.0,2
669,4.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,0
670,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,5.0,2.0,3.0,5
671,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4
672,2.0,4.0,2.0,5.0,5.0,4.0,4.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,2
673,2.0,2.0,1.0,3.0,4.0,5.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,1.0,3.0,0
674,3.0,3.0,1.0,3.0,1.0,3.0,5.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,5
675,3.0,3.0,3.0,3.0,5.0,5.0,4.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,0
676,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,2.0,1
677,3.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,4.0,1.0,2.0,5
678,2.0,3.0,3.0,3.0,3.0,2.0,5.0,1.0,5.0,3.0,4.0,4.0,4.0,1.0,1.0,2
679,2.0,2.0,1.0,2.0,2.0,1.0,5.0,3.0,5.0,4.0,5.0,5.0,2.0,3.0,2.0,2
680,4.0,3.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,2.0,5.0,5.0,3.0,0
681,4.0,3.0,2.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,4
682,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,5.0,4.0,0
683,2.0,5.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,1.0,5.0,1.0,3.0,4
684,5.0,1.0,1.0,2.0,3.0,5.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,1.0,3.0,5
685,3.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,1.0,4.0,3.0,2.0,5
686,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
688,4.0,3.0,1.0,3.0,4.0,4.0,5.0,3.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,5
689,3.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3
690,4.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,4
691,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,5.0,5.0,4.0,2.0,4.0,4
692,2.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,5.0,4
693,3.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,0
694,3.0,3.0,4.0,5.0,2.0,3.0,5.0,3.0,3.0,5.0,5.0,1.0,5.0,4.0,3.0,4
695,4.0,2.0,2.0,3.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4
697,3.0,1.0,1.0,3.0,3.0,4.0,5.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,5
698,5.0,4.0,1.0,3.0,3.0,5.0,3.0,5.0,5.0,3.0,2.0,2.0,5.0,2.0,5.0,0
699,4.0,3.0,1.0,2.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,1.0,5.0,2.0,3.0,5
700,3.0,3.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,3.0,5
701,5.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,5.0,3.0,4
702,1.0,3.0,3.0,5.0,2.0,4.0,5.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,5.0,1
